"","OLSBias","OLSSE","OLSCover","OLSBSE","OLSBCover","SSCBias","SSCSE","SSCCover","SSCBSE","SSCBCover","SSCLength","SSCCPCover","SSCRegBias","SSCRegSE","SSCRegCover","SSCRegBSE","SSCRegBCover","SSCRegLength","SSCRegCPCover","SSCRegLambda","SCPIBias","SCPISE","SCPICover","SCPI.Cover.F","SCPILength","AbadieBias","ASCBias","ASCCover","ASCLength"
"294",0.333212842595367,0.0798673862677798,0,0.153368836239592,0,0.143405902225873,0.138654757620232,1,0.175466887113877,1,2.58911635261418,0.9,0.144806854328559,0.134469337940385,1,0.172628557927405,1,2.51658066869651,0.9,-5,0.366196109735682,0.413791341811926,0.9,0.91,1.5889738440267,1.08016115160846,0.333243056728533,0.9,2.05673249751706
"322",0.294582115924149,0.0671980514847301,0,0.11279489015796,0,0.312665028122296,0.219474972879855,1,0.185011062426281,1,2.32898294268135,1,0.122592889110994,0.178200251175324,1,0.130928048511276,1,2.00727396178552,1,-3.4,0.305408466548989,0.439921672106935,0.9,0.918,1.4911608186863,1.02329136003523,0.252307383916104,1,2.09380800431995
"128",0.236494008090515,0.062551733969821,0,0.117870073239916,0,0.0311503801826936,0.0843559224242674,1,0.131494123235042,1,2.62644025585531,1,0.0456452018024294,0.079433243451108,1,0.133856157822686,1,2.00123108116539,1,-4,0.273288972086622,0.524137241569765,1,0.954,2.42562677621804,1.00909199906781,0.218644657071676,1,1.49848272045022
"404",0.241040825366834,0.088328866022115,0,0.161577851376579,1,0.0619089896060299,0.11903862212319,1,0.211729304066345,1,2.55140879376649,1,-0.0604178785686784,0.0979130054406677,1,0.133863245960193,1,2.02044768455285,1,-2.4,0.235192088785045,0.526367511594319,1,0.968,1.72675959812687,0.992314218586968,0.187437892478731,1,2.02497611538225
"408",0.356718580601935,0.0709698771935535,0,0.13885546721418,0,0.028665046061418,0.101731952738161,1,0.156459775932638,1,2.53960553266858,1,0.0478697852842531,0.102269056367762,1,0.119518386612863,1,1.93097369207009,1,-2.4,0.370251563543412,0.517594441568017,0.9,0.946,1.73432004962505,1.17075649844442,0.323841523000501,0.6,1.25360669776869
"48",0.224133932892469,0.0699282712993148,0,0.125227392176388,1,0.472299180099917,0.449165487733231,1,0.301545411765224,1,4.7623861163227,0.9,0.168823723262875,0.239735134014338,1,0.192815442213577,1,2.40627138777551,0.8,-4.4,0.329152535311557,0.490148805342875,0.9,0.928,2.17341978449156,1.01214489568839,0.234512557408245,0.9,2.0852066183208
"399",0.272465679121338,0.0712240484956966,0,0.129327246735664,0,0.0452750804139717,0.137909518811584,1,0.179279334280008,1,2.96309775867326,1,0.0290880454955245,0.133732697868743,1,0.151794016177024,1,2.60862000733753,1,-5,0.34764762985034,0.501089084615269,1,0.95,2.29638929246137,1.08043310426689,0.263635173178221,0.9,1.9066376474584
"193",0.375295579219039,0.0802183961915787,0,0.150234207720916,0,0.0409858115518338,0.159436208199459,1,0.178068531555925,1,2.24976060960285,1,0.0472801430227179,0.145128739837446,1,0.136768684787918,1,2.0900118393979,0.9,-2.6,0.386552818880903,0.482591259970283,1,0.906,1.98598522082815,1.05315224013039,0.325891158777814,0.9,2.02930663562429
"205",0.210672699333214,0.0627661571071637,0,0.125646201346764,1,-0.00513559742142622,0.101738679567482,1,0.130662301530364,1,2.81969320030911,0.9,0.0105161753641401,0.077421062783243,1,0.114164822626722,1,2.23348703140751,0.9,-4.2,0.328755691601533,0.479507464608781,0.8,0.914,1.81128855220087,0.997375822105554,0.261866034717213,0.8,1.40522636426633
"138",0.366637081835261,0.0834488246540148,0,0.140618220209805,0,0.188689666240332,0.178035215906993,1,0.231154858624813,1,2.34114323686539,1,0.0285289012080723,0.133015093935142,1,0.125249301683187,1,2.03833266393169,1,-2.6,0.448299451625995,0.640308684183686,0.9,0.964,2.13451390844241,1.13687075220509,0.366632279606613,0.6,1.36304166576858
"406",0.349376315432342,0.0627319267216537,0,0.117584538560957,0,0.145704883038473,0.138179555103388,1,0.165479077956063,1,2.90872524241411,1,0.0874468393846275,0.0864519039728371,1,0.105068610970995,1,1.94518695975359,0.9,-2.2,0.433379076259927,0.453585843712893,0.9,0.934,1.60108888367091,1.04985850621732,0.378798925363987,0.7,1.26944250000346
"186",0.171076008600289,0.0575649083725921,0,0.112720370657564,1,0.128560730059147,0.143674037227926,1,0.192432366493751,1,3.50578582847565,1,-0.0321384138559697,0.111318075779982,1,0.132385723484119,1,2.16399324458835,1,-3.2,0.260669372473047,0.477584395280739,1,0.952,2.13314896952689,0.895555112204321,0.16153664959473,0.9,1.89214575462263
"161",0.456421023925798,0.0903002190499783,0,0.133253849289402,0,0.0160148478404301,0.135159058292711,1,0.169115840877554,1,4.5339387195949,0.8,-0.0580607065767627,0.123738353038518,1,0.143922579674136,1,2.17734253977155,1,-2.8,0.443672785976627,0.525940800816165,1,0.936,2.09517940569736,1.1684677673227,0.402963335771719,0.7,1.52802005426022
