"","OLSBias","OLSSE","OLSCover","OLSBSE","OLSBCover","SSCBias","SSCSE","SSCCover","SSCBSE","SSCBCover","SSCLength","SSCCPCover","SSCRegBias","SSCRegSE","SSCRegCover","SSCRegBSE","SSCRegBCover","SSCRegLength","SSCRegCPCover","SSCRegLambda","SCPIBias","SCPISE","SCPICover","SCPI.Cover.F","SCPILength","AbadieBias","ASCBias","ASCCover","ASCLength"
"264",0.29053257001688,0.0634582394788548,0,0.108755474700917,0,0.0931595710813369,0.166765247180788,1,0.180029003573706,1,3.20736022047109,0.9,0.13598758049652,0.145629797208122,1,0.214533963064597,1,2.75750304103459,0.9,-4.6,0.609354301117486,0.40530810853345,1,0.924,1.33329910245419,1.861334969425,0.296627501368724,0.6,1.30013745893043
"509",0.318527570243914,0.0754657738823472,0,0.130738057147266,0,-0.139971533050225,0.216302470346581,1,0.34750352535828,1,2.91008553797094,0.9,-0.0399995068940964,0.157014892062152,1,0.305609279352629,1,2.64850518915111,0.9,-4.6,0.602851492946797,0.590723433208633,1,0.964,2.41157459128551,1.93235595254153,0.296518693840886,1,2.10604384175485
"485",0.242869149692308,0.0613523843350792,0,0.116954749980665,0,0.173588443814186,0.140858086890102,1,0.204230086092594,1,3.12316159837644,0.9,0.114050596153998,0.0994544680676659,1,0.243960832803884,1,2.38159885792785,0.9,-4.4,0.54179641971775,0.462503346823334,1,0.916,1.80715114832926,0.462712121945492,0.188581029444503,1,1.95327376711652
"281",0.105800715269773,0.0781274540284457,1,0.113885044447155,1,-0.341883711433233,0.146969290381192,0,0.215863454738708,1,3.15577098362203,1,-0.165242180296584,0.124066870816751,1,0.208869983104456,1,2.30779543779048,1,-3.6,0.49154710594866,0.571902527222659,1,0.98,2.55988019772435,1.62109890588736,0.0897829643341881,1,1.93873808800365
"342",0.119873493529226,0.0687023459936889,1,0.120322044443341,1,-0.230170854222146,0.167391318461292,1,0.23543469663682,1,2.44779937412788,1,-0.153234104874478,0.133464543991804,1,0.214487846565179,1,2.38685546311494,0.9,-5,0.446685965344312,0.513928609321491,0.8,0.966,1.87105827496707,1.91334394089674,0.077577813796025,1,1.91264702237541
"61",0.108119881445303,0.077100173560519,1,0.145925918254377,1,-0.217840218973159,0.157813269841512,1,0.219190188673154,1,2.63958421614711,1,-0.131663451028992,0.120851814686768,1,0.247931424559233,1,2.16438647696698,1,-4,0.471718606189436,0.464428547512169,1,0.936,1.79608502878759,1.94202018758538,0.142643820211529,0.9,1.38401536982186
"361",0.184137311333947,0.0673494263811889,0,0.126302270173532,1,-0.0513195221302052,0.107698569127284,1,0.243868190918764,1,2.40880831146924,1,-0.0782496984853633,0.0951535326670731,1,0.240772534656944,1,2.10391081707719,0.9,-4.2,0.51980821658023,0.428183153679003,0.8,0.864,1.7723813921704,1.67148069244343,0.227281229144618,0.9,2.0578911852288
"290",0.206998801998514,0.0694690550030377,0,0.128657687678201,1,-0.0775709659043526,0.118894443733707,1,0.240981332261381,1,2.32658240361125,1,-0.0316434692367542,0.0992229784285183,1,0.229017925770146,1,2.13245045551899,1,-3.6,0.555422021922893,0.5620189899266,1,0.946,2.43709820309295,0.18339215866632,0.205952654033118,0.6,1.39494408207532
"176",0.290571623025132,0.0671405818474514,0,0.112236276800348,0,0.0634372340674112,0.190960974283828,1,0.213023170712772,1,2.50303294419678,0.9,0.0140687777114241,0.174239813309962,1,0.213186111374693,1,2.29909948659132,0.9,-3.8,0.625394107988961,0.512691887388453,0.9,0.946,2.04723933313785,1.80108661873494,0.3137876964976,0.9,1.97915055943963
"287",0.273040958305463,0.0609000119517089,0,0.131111087338294,0,0.00934263168985705,0.102544093937709,1,0.199640564286364,1,2.65576527340216,0.9,-0.0582907270499105,0.0890410459939043,1,0.188613079874899,1,2.21587841624886,0.9,-3.2,0.553192085286181,0.383757350857543,0.9,0.928,1.5020827196988,1.79085363782294,0.307707755658737,0.6,1.36541033351149
"352",0.194746705374136,0.0615679245432217,0,0.105576015256443,1,-0.19671044824446,0.165397949247484,1,0.178048178406375,1,2.72742201778388,1,-0.0707800057929573,0.126660900975889,1,0.195168798827763,1,2.38769646326358,1,-4.4,0.457887458083256,0.513261123996568,1,0.962,1.93441610095118,1.62634992017473,0.179073145058452,0.8,1.37288448078327
"22",0.223231788073334,0.0646424544457125,0,0.130773139254666,1,0.0256972277291663,0.174313613742255,1,0.237904316091977,1,2.58491613303035,0.9,-0.0233855700721355,0.119641517755402,1,0.257001774986856,1,2.26676292390029,0.8,-3.6,0.543537505337836,0.477000233091703,0.9,0.93,1.97328139228021,2.15818039664759,0.235457772285995,0.8,2.0022398190024
"417",0.212941777398229,0.0738480110471624,0,0.127616827585051,1,-0.0232450819453742,0.122958577406609,1,0.21377857002905,1,2.58257018627439,1,-0.0315717602134047,0.116792846070341,1,0.194759543694373,1,2.52694215829499,1,-5,0.561708203703728,0.518084089102929,0.9,0.96,2.11302032694344,1.94659378890881,0.21722100380461,1,1.9486206342522
"31",0.270051454742209,0.0741049856716015,0,0.108328858589629,0,-0.0189646421151775,0.169851662066591,1,0.327788369022471,1,2.82098885291493,0.9,-0.0289193299467989,0.15855402193275,1,0.267686832928156,1,2.69582641801949,1,-5,0.677060991628803,0.579352232347606,1,0.966,2.13101090539791,1.77350644296624,0.334678464966783,0.8,1.62642715835436
"437",0.17880899648275,0.0785686552287118,0,0.124346852007972,1,0.0757990538713083,0.168518359321703,1,0.225372999663352,1,2.70788443217887,1,0.034357982153006,0.151387647410437,1,0.225179928258002,1,2.32508398040443,1,-3.8,0.475523476982012,0.531290926311151,1,0.966,2.02942938087751,0.392632169282216,0.150401704516885,1,1.91951617934563
"362",0.175260781677974,0.0641497911051322,0,0.105182307669188,1,-0.0781241871464662,0.11617044301495,1,0.156164937034933,1,2.8509155529759,0.8,-0.109521763168411,0.0991591416598034,1,0.175393265855171,1,2.49949421135598,0.9,-4.2,0.503791121968227,0.530396797882021,1,0.97,2.0853337562338,2.28558933416721,0.178009192902146,1,2.00753464504893
"396",0.12909252724465,0.0639970110738034,0,0.13133681896207,1,0.0473276254287951,0.127879576565536,1,0.210960409040162,1,3.18545899705084,1,-0.0344002739827527,0.0936259138504256,1,0.174985661141827,1,2.12413009436391,0.9,-3.6,0.455937238282869,0.470730261156598,0.9,0.928,1.88025564587319,1.43501428079391,0.0893560986442363,0.9,1.90884576983804
"28",0.228550142578536,0.0602730541975464,0,0.104632045939783,0,0.0599095885421432,0.089451984575775,1,0.259139343550054,1,2.11589167594032,0.7,0.0528502765064891,0.0882791585895526,1,0.216233260812364,1,2.07381641770488,0.7,-5,0.648504427725928,0.4033228802721,0.8,0.92,1.47317992794847,1.1200237404035,0.236975420685217,0.7,1.3065742248486
"274",0.321470801011973,0.0770121354207484,0,0.134462155344134,0,0.0765518401108771,0.131719521382457,1,0.310335862086987,1,2.60158582332773,1,0.0805359524877858,0.128407737164854,1,0.289537563367114,1,2.58549766429728,1,-5,0.704458017384955,0.467064007951293,1,0.944,2.12915934044025,1.00124313785256,0.385678536290514,1,2.09208052080933
"238",0.155193548604862,0.0702894907472499,0,0.135008722851623,1,-0.158644993932024,0.115800348807833,1,0.217226507343879,1,2.34097700074268,1,-0.118612121011903,0.105658298212328,1,0.225797837933399,1,2.25817239530992,0.9,-3.8,0.555915932655851,0.595045214720148,0.9,0.968,2.75924941999554,2.21867837431055,0.214139508373832,0.7,1.44593757592134
"412",0.220402945743043,0.0761617255625141,0,0.139187213651084,1,0.0763570399904907,0.170453726794071,1,0.272075174037123,1,2.3585622319007,0.9,0.0994989195987186,0.161211367986632,1,0.289186122566604,1,2.29690113986819,0.9,-5,0.466429331039867,0.541788410691315,1,0.964,1.9783975392046,1.36066048736997,0.196190914749025,1,1.30895608892689
"364",0.22347217922997,0.0622735369770619,0,0.096003838323894,0,-0.028325093695269,0.118571854598914,1,0.202723655360366,1,2.42390718206972,1,-0.0320103472747286,0.107883765645708,1,0.215457955010726,1,2.21285186075334,1,-4.2,0.522255695598491,0.527018488286563,0.9,0.958,1.99857260232467,1.76140726735118,0.173380346992249,0.9,1.2739774053711
"257",0.280129173353348,0.0692709170511204,0,0.122675147232317,0,0.103795567634067,0.129428562579062,1,0.229129479037787,1,2.13250611439873,0.9,0.0646310616347776,0.1212436907252,1,0.241047200295059,1,1.92624979978748,1,-3.4,0.680909145380806,0.448105654972098,0.8,0.928,1.81332136379903,1.73545051426605,0.372190577617003,0.7,1.37162275752972
"473",0.365075667433799,0.0734612603711859,0,0.132896822840876,0,0.0767230603485682,0.220865508096528,1,0.38085652980873,1,2.94667624176926,1,0.00425169087511268,0.18811637976903,1,0.303065040125752,1,2.49342582000902,1,-4.4,0.688277328401609,0.464554314640585,1,0.972,1.83244031702879,1.90131718914085,0.400749137862142,1,2.04668233909717
"511",0.123112523147074,0.0683680170799682,1,0.115176062885623,1,-0.135089868346954,0.163165324817561,1,0.20130836858151,1,3.28200601636161,1,-0.118149925073966,0.11912309024094,1,0.180498335869533,1,2.39673757273782,1,-3.8,0.442073305294532,0.516843930875064,0.9,0.964,2.04200697433919,1.07665748694081,0.152378440531258,1,1.85840290308849
"329",0.129496467770689,0.072076489268252,1,0.124204695258208,1,-0.111495335346463,0.117944638295082,1,0.158833754118463,1,2.23886982243138,1,-0.0853614349317553,0.0996871177205241,1,0.196159240053942,1,2.21251401738487,1,-4.4,0.421185179994858,0.455871375138576,1,0.944,1.77555144084471,1.819247091845,0.150164661704233,1,1.85719676357436
"200",0.301339422113139,0.0525083498059103,0,0.113251876534095,0,0.135092021402228,0.0894982057490338,1,0.157722374981513,1,2.55598956835601,1,0.147181899103455,0.0871067202456991,1,0.184807906658768,1,2.41026029304793,1,-5,0.524603220587715,0.481069889184175,1,0.934,1.8382509582158,1.79655926225149,0.274471646483184,1,1.96501647265905
"182",0.342713333947886,0.0680347053828035,0,0.115302305650445,0,0.11911574284675,0.190463076117796,1,0.224982005626225,1,2.62567566714303,1,0.205933553047784,0.154482758616673,1,0.198207332690823,1,2.15126876115633,0.9,-4,0.647736061817586,0.479630804127187,0.9,0.892,1.94866216939808,2.06649276046288,0.40026258881007,0.8,1.37669563203794
"142",0.312308124981581,0.0600373289502172,0,0.143134366004657,0,0.13385343800953,0.100536973020861,1,0.171238147267957,1,2.33160285457372,1,0.113465220029878,0.0959633795815642,1,0.163499968974935,1,2.20340481136617,1,-3.8,0.660495304097937,0.555523045570085,1,0.944,2.29137911427933,1.86902801475226,0.314268989590991,1,1.93998401933517
"344",0.186542512693581,0.0720116889067166,0,0.122056900233846,1,-0.188368867980145,0.216602612473577,1,0.206837640286842,1,3.10564214152923,0.9,-0.0345929206267099,0.139962962674658,1,0.193182622470135,1,2.2719950495291,0.9,-4.2,0.552650546365618,0.369853064736271,0.8,0.886,1.43443253017505,1.86472836191881,0.238211402450539,0.7,1.26258889509758
"355",0.153036360789407,0.0692321334379514,0,0.11244520818154,1,0.0548123566895846,0.181104632905662,1,0.159796728969777,1,2.71389515894884,0.9,-0.195878260855432,0.143637332512843,1,0.144466657333334,1,2.16946226741449,0.8,-3.2,0.467501405519553,0.481110148907668,0.9,0.95,1.72155135815446,1.35002073812057,0.0934530487062517,0.9,2.06266646293783
"434",0.156141728065873,0.0630348535670845,0,0.136031924847647,1,-0.120085987135794,0.0944324435388686,1,0.18845268324041,1,2.59835776872983,0.9,-0.14302743667574,0.0743846471215701,1,0.175389614764258,1,2.15118261928809,0.9,-3.2,0.454374553131677,0.405364928455795,1,0.966,1.57375272129137,1.87539288898167,0.102835085975681,1,2.08856632984803
"458",0.113002987763718,0.0758764981540917,1,0.121923888935879,1,-0.302740060526352,0.271680066971873,1,0.344260227064428,1,3.48199338063844,0.9,-0.25550669947828,0.195175351382883,1,0.271086172640282,1,2.55802243653429,0.9,-4.2,0.584711305210424,0.519871826288453,1,0.926,2.07150281923022,2.33871774594816,0.154060378152217,1,1.94197488133912
"516",0.260913247770109,0.0654777683797638,0,0.123219994578504,0,0.0809875700350196,0.126433629916361,1,0.310693254698429,1,2.84753237850778,1,0.0862996480820195,0.105709163123197,1,0.26073368154434,1,2.43876875155247,1,-4.4,0.630534690489752,0.540616417234346,1,0.926,2.03665102101464,0.593862038421351,0.306073403341692,0.8,1.23013990698388
"518",0.179711208083316,0.067012872025603,0,0.116184578901803,1,-0.0278090040885468,0.144047754808285,1,0.21410516495036,1,3.16634886074731,1,-0.00456462935427471,0.128265077670696,1,0.210228338402375,1,2.8311073166118,1,-5,0.578055949608482,0.548980961096409,0.8,0.97,2.4532466063089,2.31491319097816,0.216784319838649,0.6,1.42477976596107
"161",0.226689145819968,0.051950590194424,0,0.090295665641712,0,0.076285233054044,0.13735974429861,1,0.179177449982191,1,3.13043790926112,0.8,0.0874010359818351,0.0995818730990468,1,0.163895720151545,1,2.4253099585779,0.7,-4.6,0.598100321725293,0.574581813562015,0.8,0.942,2.46314680085838,2.20342154156081,0.240427436237551,0.5,1.30935178465467
"394",0.267626363471922,0.0674132180460239,0,0.113933687329585,0,0.0668436595656603,0.123516099312291,1,0.247072756710148,1,2.45609910696435,1,0.0527150775810883,0.112867126557027,1,0.279363060010746,1,2.24468825293175,1,-4,0.506816472426796,0.557175750428513,1,0.962,2.66889893850098,0.942541433625147,0.242966149294237,0.8,1.54904222072336
"496",0.368833572503952,0.0678193735940913,0,0.154232009192995,0,0.209281503391139,0.120296006915149,1,0.378784317544551,1,2.51745376543006,0.8,0.183347140076661,0.111712108070746,1,0.337028646206835,1,2.26214996949498,0.8,-4.2,0.700204322137948,0.472179119051817,0.7,0.88,1.81547539009793,1.9400274721928,0.376165176349216,0.6,1.39394656720138
"331",0.280588471601332,0.0639680335664247,0,0.134002568213544,0,0.0529982241459983,0.12331603270881,1,0.207306263524943,1,2.70290873587393,1,0.0490895360511008,0.114099253881698,1,0.198947930722118,1,2.53741123980755,1,-4.4,0.546063184144736,0.497055681614876,1,0.954,1.96433047935448,1.85163946107386,0.289928880174955,1,2.05074826469976
"118",0.289356988471068,0.0744874466503056,0,0.133199493984662,0,0.0163761883100904,0.144325685562951,1,0.247430478987346,1,2.66414054097578,1,0.0535879184116173,0.119416864080232,1,0.198295177440269,1,2.35846010801778,1,-4.2,0.601607245973466,0.549021674264286,1,0.946,2.28539905224596,1.64799423518112,0.270271223276457,1,1.94588199774665
"165",0.175260978836562,0.0725258698946764,0,0.132256882271303,1,0.00132474893904622,0.131203995144121,1,0.224310337360425,1,3.09250367124529,1,0.0158584889541444,0.115789948595681,1,0.235050856490293,1,2.63818075226959,1,-4.6,0.553958517755593,0.403059487385373,0.8,0.928,1.66464919208922,1.13281867718169,0.19631405908361,1,1.99869602209861
