"OLS1Est","OLS1SE","OLS1Cover","OLS1BSE","OLS1BCover","SSC1Est","SSC1SE","SSC1Cover","SSC1BSE","SSC1BCover","SSC1Length","SSC1CPCover","SSC1RegEst","SSC1RegSE","SSC1RegCover","SSC1RegBSE","SSC1RegBCover","SSC1RegLength","SSC1RegCPCover","SSC1RegLambda","OLS2Est","OLS2SE","OLS2Cover","OLS2BSE","OLS2BCover","SSC2Est","SSC2SE","SSC2Cover","SSC2BSE","SSC2BCover","SSC2Length","SSC2CPCover","SSC2RegEst","SSC2RegSE","SSC2RegCover","SSC2RegBSE","SSC2RegBCover","SSC2RegLength","SSC2RegCPCover","SSC2RegLambda","SCPIEst","SCPISE","SCPICover","SCPILength"
3.40474566724444,0.187185574210887,0,0.445281540814281,1,3.31056770605156,0.208316399213223,1,0.46083156494353,1,2.51,1,3.28147106629125,0.192561660289441,1,0.263033161127679,1,2.11,1,-2.58072671787907,2.8688061508795,0.364832270740633,1,0.696804101190291,1,2.77344880198942,0.408064353822041,1,0.742415486302672,1,2.51,1,2.86885575099563,0.373536219532103,1,0.637037755993698,1,2.11,1,-2.58072671787907,4.75789095636122,0.551793973949786,1,1.88550945204014
3.07419365420655,0.16280804337438,1,0.361591535460544,1,2.84199548234138,0.194759540139244,1,0.457303210480571,1,2.7,1,2.85776888303869,0.188246738331478,1,0.572107351342598,1,2.67,1,-3.69044359588478,3.38515661831249,0.281407825998503,1,0.5907451642264,1,3.44267575200938,0.291803802932144,1,0.674541279279934,1,2.7,1,3.42980055876855,0.289848770200091,1,0.755443151019056,1,2.67,1,-3.69044359588478,4.60165105440975,0.598717469267333,1,2.01590762678045
3.13729767974565,0.201386790740442,1,0.564284331294041,1,2.9913962792219,0.214418378437404,1,0.430925360675758,1,2.06,1,2.99456930833404,0.205035700951745,1,0.575772114205511,1,2,1,-2.83431682814542,3.07606364153538,0.329096415341572,1,0.900156020272042,1,3.05636173176566,0.331683420635,1,0.684000779274673,1,2.06,1,3.04033649917819,0.327228476001186,1,0.846317606714473,1,2,1,-2.83431682814542,4.54556599063589,0.57507531457521,1,1.97720305236456
3.28470272443075,0.14709791802267,1,0.333982249617259,1,3.06773090900142,0.181689281404333,1,0.31419986430538,1,2.42,1,3.06779400014644,0.181642901994639,1,0.291863168078653,1,2.42,1,-6.99993361024587,2.7796343225744,0.28419739528615,1,0.473529237263758,1,2.92556271055448,0.407170217042797,1,0.578968830002227,1,2.42,1,2.92545023267409,0.407063302716765,1,0.427053145083708,1,2.42,1,-6.99993361024587,4.60935623716076,0.594183199047665,1,1.74383854490855
2.85650641815981,0.186528693999508,1,0.329317879362767,1,2.87800056568378,0.225128718655831,1,0.385273886126509,1,2.38,1,2.7655715327726,0.190696658440829,1,0.395554579579449,1,2.12,1,-2.74251967540286,3.45282608893957,0.334972041207707,1,0.61254833665065,1,3.39998890362574,0.371355808004028,1,0.799648620207832,1,2.38,1,3.41395063630704,0.33543903095011,1,0.668977097734854,1,2.12,1,-2.74251967540286,4.58176682183476,0.630533165564914,1,2.45811780613726
3.19144395314236,0.142585683317126,1,0.26067688471245,1,3.03046887585573,0.152384983733534,1,0.217172650436765,1,2.47,1,3.03051004563878,0.152371582071165,1,0.242693350116869,1,2.47,1,-6.99993458812498,2.92650166513513,0.225503614850796,1,0.527368041217369,1,3.00137059859377,0.243620858819496,1,0.371749938445758,1,2.47,1,3.00133271351856,0.243603358195601,1,0.41090605456952,1,2.47,1,-6.99993458812498,4.58488989263486,0.627232347083601,1,2.32404047345744
3.20120771632144,0.156250584992376,1,0.216278793118117,1,2.91374750470166,0.221909505617781,1,0.620153176868907,1,2.71,1,2.91372840130436,0.221876335747644,1,0.366904872983351,1,2.71,1,-6.99992593787953,2.87137772334713,0.288780630283895,1,0.447365011517435,1,2.81247032071932,0.468016215155692,1,0.657446960228147,1,2.71,1,2.812576314455,0.467874453653712,1,0.538605231557321,1,2.71,1,-6.99992593787953,4.56107987533592,0.534590939068025,1,2.12846253287538
3.10228871145135,0.200546285359047,1,0.391598925962994,1,2.96479405913055,0.239567681407889,1,0.29567367618781,1,2.39,1,2.98832277150754,0.210744219307001,1,0.569454074737523,1,2.1,0,-2.61837828463233,3.5441357568791,0.360170621208103,1,0.655977937314311,1,3.6356624894929,0.472019396310181,1,0.759149607970479,1,2.39,1,3.50223427244831,0.375951842115909,1,0.975353002726623,1,2.1,0,-2.61837828463233,4.81178150870063,0.573174205474226,1,2.2497505779281
3.17737999641949,0.171970869167655,1,0.417187096024451,1,2.83041444058544,0.20372930730824,1,0.594581830510903,1,2.91,0,2.96424330350579,0.17852015640075,1,0.383151004033201,1,2.54,1,-2.73081289916109,3.09288221283405,0.352782730432153,1,0.777256354072569,1,3.35492896264491,0.391064876930838,1,0.901251653326188,1,2.91,0,3.15718797486837,0.3620878726894,1,0.676873060084921,1,2.54,1,-2.73081289916109,4.60002800248705,0.657767171714314,1,2.49838282688568
3.04177312866034,0.214527673264804,1,0.437465355598986,1,2.77655641586607,0.267386228872025,1,0.301610505014709,1,2.96,1,2.77657716395403,0.267370973320181,1,0.62917970029656,1,2.96,1,-6.99992949894635,3.01034315195408,0.346272061629091,1,0.664355939747759,1,2.99924287929655,0.434268882873944,1,0.693878719365576,1,2.96,1,2.99925502403565,0.434244794041439,1,0.750609238134212,1,2.96,1,-6.99992949894635,4.38334950397187,0.659806532607293,1,2.8775418278429
