"OLSEst","OLSSE","OLSCover","OLSBSE","OLSBCover","SSCEst","SSCSE","SSCCover","SSCBSE","SSCBCover","SSCLength","SSCCPCover","SSCRegEst","SSCRegSE","SSCRegCover","SSCRegBSE","SSCRegBCover","SSCRegLength","SSCRegCPCover","SSCRegLambda","SCPIEst","SCPISE","SCPICover","SCPILength"
3.20749054827848,0.176654012545647,1,0.22745180955359,1,3.13818916363772,0.253677013755223,1,0.407968667941682,1,2.67,1,3.09771575795184,0.236828736093685,1,0.370024524436257,1,2.71,1,-3.76342136286065,3.05193283207312,0.759286946912819,1,2.40223279661723
3.07819775792547,0.230839092590364,1,0.288056202055042,1,2.86103751018413,0.254896021651229,1,0.435106025693371,1,2.19,0,2.87311711598052,0.237474470132123,1,0.429724145103412,1,2.18,0,-3.93567271995583,2.80222483428585,0.727013559934399,1,2.59555989042746
3.49732676971951,0.164544951038554,0,0.169731842798911,0,3.36279362584909,0.209019688383523,1,0.301633942917072,1,2.32,1,3.36273640305195,0.208692686036518,1,0.24075973604441,1,2.32,1,-6.06554982941871,3.36137982527871,0.657927411477551,1,2.50653526656646
2.87439881627176,0.161332853770091,1,0.170255062366986,1,2.66366148699034,0.17629911407289,1,0.257196534384535,1,2.04,1,2.70603306025634,0.154964822221474,1,0.235682514072888,1,2.08,1,-3.23640258420156,2.76528296454866,0.825648267360495,1,2.76514446467479
2.93464813698172,0.182155717441408,1,0.215133558243733,1,2.97291148554343,0.217794473224208,1,0.479935645304753,1,2.44,1,2.86465754570641,0.185744823706131,1,0.351190935094401,1,2.34,1,-3.50775692166683,2.89954414628139,0.722481643518625,1,2.15982121252704
3.33253583259315,0.211902000124086,1,0.279344955638984,1,3.37557848215863,0.265682927036835,1,0.620223179455635,1,3.57,1,3.14469494808775,0.224955514640044,1,0.52809020207526,1,2.55,1,-2.59099897138206,3.11560317039438,0.867901513298588,1,3.96282168866575
3.02821892189175,0.159854557257316,1,0.191387216580605,1,2.84757975617397,0.251641639208119,1,0.317197159689829,1,2.08,1,2.84244668477421,0.190606108392278,1,0.268475369110274,1,1.91,1,-3.8467872853634,3.01755632893983,0.691457864962783,1,1.96219883507304
3.2757880147267,0.16213727074301,1,0.219989480041062,1,3.05197972404416,0.194575907315851,1,0.424875632232098,1,2.23,1,3.05199049216384,0.194563452926606,1,0.282971740729958,1,2.23,0,-6.99992457481604,3.27270855289217,0.801755626545176,1,2.08883579934394
2.95320168158746,0.192298872300484,1,0.222454998886475,1,2.90318710893512,0.3736825225843,1,0.334253714971751,1,2.83,1,2.91495764618293,0.217282787458159,1,0.320089158147884,1,2.39,1,-3.36740417257366,2.87155204437723,0.659362805862508,1,2.26700259771461
3.06729189817462,0.188426225229561,1,0.194214928819379,1,2.78354724125082,0.217806038765758,1,0.275827210586382,1,2.49,1,2.81734275549609,0.198824741916529,1,0.250728704892719,1,2.32,1,-3.66562945355198,2.94402067839226,0.610591347522275,1,2.41497779252269
3.04282677058716,0.13221632383579,1,0.185832302065529,1,3.05010204483799,0.188658836626117,1,0.286146998515293,1,2.65,1,2.8797708430552,0.135169504878003,1,0.216905496324425,1,2.05,1,-2.47339966436037,2.7414039094323,0.66741275595074,1,2.23450997683186
2.84298960079661,0.171755442516177,1,0.218084104425112,1,2.5158613496975,0.263592039306648,1,0.263746814719581,1,3.01,1,2.5159778813491,0.263473196743428,1,0.285491711104895,1,3.01,1,-6.99992232523752,2.75729130723661,0.591756086840764,1,2.95821060216737
3.36520181020924,0.244600343123346,1,0.296486092468603,1,2.92995658170212,0.314242742056113,1,0.433508859719697,1,2.25,1,3.06991498165125,0.254712635193092,1,0.366079682545305,1,1.97,1,-3.01586401749758,3.22728601704182,0.725386700079723,1,2.06046971049066
3.3249798127325,0.148920851155853,0,0.175542291912147,1,3.16153613956681,0.169425998457823,1,0.329986598903448,1,2.66,1,3.15162783874994,0.160339276273597,1,0.372964084456915,1,2.64,1,-4.15810571625238,3.1714981748208,0.65979160364805,1,2.47191665562087
2.88581303125814,0.201471020820625,1,0.360590978553317,1,2.96768857316247,0.405770015519399,1,0.62460610689972,1,2.58,1,2.75101071270464,0.208048407823739,1,0.551306397404759,1,2.22,1,-3.33643504808693,2.88976514310248,0.607025558094723,1,2.95539006983022
3.32097210627104,0.185916920084177,1,0.251367913499066,1,2.87551361676361,0.357813380498689,1,0.313233046342888,1,2.88,1,2.87559755295673,0.357744502778983,1,0.526375467574621,1,2.87,1,-6.9999259600965,3.0896610101726,0.846618463652983,1,2.37773939902991
2.95475856019451,0.237350183277647,1,0.475097079002111,1,2.14587521546726,1.22803244569147,1,1.08310904406627,1,2.08,1,2.72033825187249,0.355550347608289,1,0.744356463112839,1,1.97,1,-4.0418013650169,3.05688321098048,0.936055626840801,1,2.66013694073598
3.07580492989386,0.153791360706305,1,0.191905667791865,1,2.98328367843084,0.202244020572549,1,0.2909918604826,1,2.25,1,2.95606065871394,0.160995471691952,1,0.335111220157451,1,2.02,1,-2.940627307191,2.96622482466843,0.797643441627867,1,3.6821948716508
3.19616239845903,0.189589450283988,1,0.282637664949467,1,3.12450547520148,0.241477582644065,1,0.587997252391219,1,2.25,0,3.1244993080984,0.241424621739139,1,0.565638367703892,1,2.25,1,-6.99994193839898,3.23045125911159,0.783920046886438,1,3.00564714884483
2.9684843605348,0.21353752971297,1,0.263744839113729,1,3.12038577958244,0.261719961946387,1,0.475923446267766,1,3.01,1,3.12032775394419,0.261603840434148,1,0.413975608975162,1,3.01,1,-6.99992741077741,3.00098430700306,0.751534269383208,1,2.74080075115685
3.02137600370302,0.194943761170427,1,0.243556354825171,1,3.20694004156429,0.29198905689886,1,0.348541075730662,1,2.78,1,3.19789180851476,0.282170803608855,1,0.283035790642829,1,2.77,1,-5.14361795011567,3.00102236756286,0.720557626936986,1,3.00310067357681
3.11478003439544,0.16503952791834,1,0.135085274285025,1,3.09073786323502,0.238555717312458,1,0.2997155117738,1,2.62,1,3.08182208264972,0.221473610285561,1,0.244206095850498,1,2.59,1,-4.60569300243669,2.91065433718819,0.770513749644024,1,2.93626191016827
2.85962067978801,0.163903570193329,1,0.206686466569227,1,2.62178833722313,0.227071950828221,1,0.410093869526183,1,2.07,1,2.64262789456454,0.169900911254696,0,0.397750169540717,1,2.03,1,-3.18655869596804,2.71864137840148,0.690719782309054,1,2.59519190191245
3.34642297658885,0.144231151412013,0,0.167931897775525,0,3.06722133150867,0.218276156296799,1,0.290293412548102,1,2.28,1,3.07808516337644,0.165470302595222,1,0.310617066841462,1,2.17,1,-3.54774291429339,3.15155339697045,0.662419291892133,1,1.78863939789197
3.36722616208271,0.152239450445884,0,0.171313775709713,0,3.11705059555791,0.198270355201775,1,0.241349302670772,1,3.31,1,3.2330726504702,0.142904040230351,1,0.276814232067646,1,2.67,1,-2.49514700700405,3.27349355904416,0.608395138691009,1,1.53826260022557
3.51604280159784,0.148738676650448,0,0.150170240062939,0,3.49290845049373,0.261140529099704,1,0.393999061031177,1,2.24,1,3.4055985040352,0.157068547126132,0,0.303548690611358,1,1.91,1,-3.81939319773167,3.36894386676541,0.742067728235775,1,1.70657442655167
3.4388317522632,0.134370690449322,0,0.149457147826477,0,3.25189184009504,0.144075275677751,1,0.223865361900589,1,1.97,1,3.25342583551039,0.134045239473249,1,0.238317401475221,1,2.01,1,-3.75579595644067,3.24797777463863,0.653963382385128,1,2.51523025489479
