"Time","SPSC","SPSC_Reg","SPSC_LB","SPSC_UB","SPSC_Reg_LB","SPSC_Reg_UB"
218,-0.000268753284300871,-0.00894382282742345,-0.0222687532843009,0.0237312467156992,-0.0329438228274235,0.0150561771725766
219,-0.0383663907144571,-0.0404435104486662,-0.0643663907144572,-0.0183663907144571,-0.0644435104486663,-0.0164435104486662
220,-0.0866265359888168,-0.0615925683145102,-0.100626535988817,-0.0586265359888167,-0.0855925683145102,-0.0375925683145102
221,-0.102542856482986,-0.0777676258555511,-0.118542856482986,-0.0745428564829864,-0.0997676258555511,-0.0537676258555511
222,-0.157505945957644,-0.0932989399911381,-0.235505945957644,-0.127505945957644,-0.115298939991138,-0.0692989399911381
223,-0.158077504061687,-0.113192177179145,-0.268077504061687,-0.134077504061687,-0.135192177179145,-0.0891921771791448
224,-0.190718752928634,-0.15227168004546,-0.314718752928634,-0.180718752928634,-0.17427168004546,-0.12827168004546
225,-0.226357053253226,-0.187749599747177,-0.352357053253226,-0.218357053253226,-0.209749599747177,-0.163749599747177
226,-0.4368180706638,-0.412193539495957,-0.5868180706638,-0.4368180706638,-0.434193539495957,-0.388193539495957
227,-0.4321535537444,-0.409594770754446,-0.5921535537444,-0.4341535537444,-0.431594770754446,-0.385594770754446
228,-0.461479291248924,-0.437868049246675,-0.569479291248924,-0.463479291248924,-0.459868049246675,-0.413868049246675
229,-0.508089761953845,-0.448823671643626,-0.638089761953845,-0.496089761953845,-0.470823671643626,-0.424823671643626
230,-0.54413780590498,-0.424982400710365,-0.63413780590498,-0.52013780590498,-0.446982400710365,-0.400982400710365
231,-0.548675005014672,-0.427177539029057,-0.620675005014672,-0.524675005014672,-0.449177539029057,-0.403177539029057
232,-0.541232247254319,-0.420938361701781,-0.875232247254319,-0.525232247254319,-0.442938361701781,-0.396938361701781
233,-0.581633367193183,-0.434245077548157,-0.675633367193183,-0.551633367193183,-0.456245077548157,-0.410245077548157
234,-0.595165951100022,-0.443627600913982,-0.681165951100022,-0.561165951100022,-0.465627600913982,-0.419627600913982
235,-0.599808004827405,-0.44539754355083,-0.897808004827405,-0.567808004827405,-0.46739754355083,-0.42139754355083
236,-0.593813363137167,-0.461782381424318,-0.907813363137167,-0.575813363137167,-0.483782381424318,-0.437782381424318
237,-0.596002034312437,-0.467995464052571,-0.912002034312437,-0.578002034312437,-0.489995464052571,-0.443995464052571
238,-0.660137437414948,-0.523447050470465,-0.966137437414948,-0.640137437414948,-0.545447050470465,-0.499447050470465
239,-0.723165720499544,-0.589338544356034,-1.03316572049954,-0.707165720499544,-0.611338544356034,-0.565338544356034
240,-0.732400848548111,-0.591851330005563,-1.03840084854811,-0.712400848548111,-0.613851330005563,-0.567851330005563
241,-0.741449951377699,-0.60088253392625,-1.0474499513777,-0.721449951377699,-0.62288253392625,-0.57688253392625
242,-0.74901430872118,-0.606119881139637,-1.05301430872118,-0.72901430872118,-0.628119881139637,-0.582119881139637
243,-0.743675215839705,-0.608596941286275,-1.0596752158397,-0.725675215839705,-0.630596941286275,-0.584596941286275
244,-0.752812232897677,-0.617536231130532,-1.06881223289768,-0.734812232897677,-0.639536231130532,-0.593536231130532
245,-0.759138537628199,-0.623844458853232,-1.0751385376282,-0.741138537628199,-0.645844458853232,-0.599844458853232
246,-0.766847782770067,-0.62983576826576,-1.08084778277007,-0.748847782770067,-0.65183576826576,-0.60583576826576
247,-0.772022673054955,-0.635010392778412,-1.09002267305495,-0.756022673054955,-0.657010392778412,-0.611010392778412
248,-0.772744687172533,-0.638831230399346,-1.09674468717253,-0.760744687172533,-0.660831230399346,-0.614831230399346
249,-0.801800750280962,-0.670562493776808,-1.13180075028096,-0.787800750280962,-0.692562493776808,-0.646562493776808
250,-0.816906202074937,-0.684072886832978,-1.14890620207494,-0.810906202074937,-0.706072886832978,-0.660072886832978
251,-0.842137029671592,-0.699974137850407,-1.15413702967159,-0.830137029671592,-0.721974137850407,-0.675974137850407
252,-0.882729438708981,-0.702191180870316,-1.16072943870898,-0.838729438708981,-0.724191180870316,-0.678191180870316
253,-0.891462719880441,-0.711014550255869,-1.16946271988044,-0.847462719880441,-0.733014550255869,-0.687014550255869
254,-0.908339486840427,-0.719992875153084,-1.17633948684043,-0.854339486840427,-0.741992875153084,-0.695992875153084
255,-0.917925645212503,-0.728812237327595,-1.1839256452125,-0.861925645212503,-0.750812237327595,-0.704812237327595
256,-0.923442769258982,-0.737881931087254,-1.19144276925898,-0.869442769258982,-0.759881931087254,-0.713881931087254
257,-0.940812300442052,-0.751272235091556,-1.20281230044205,-0.882812300442052,-0.773272235091556,-0.727272235091556
258,-0.945163802587219,-0.75738361410244,-1.21116380258722,-0.889163802587219,-0.77938361410244,-0.73338361410244
259,-0.979391560926412,-0.766154040454279,-1.23539156092641,-0.913391560926412,-0.788154040454279,-0.742154040454279
260,-0.988516888247184,-0.777803001084268,-1.24651688824718,-0.924516888247184,-0.799803001084268,-0.753803001084268
261,-0.988393334050732,-0.784921749305799,-1.25639333405073,-0.934393334050732,-0.806921749305799,-0.760921749305799
262,-1.01544232453487,-0.805473936170597,-1.26544232453487,-0.943442324534869,-0.827473936170597,-0.781473936170597
263,-1.03539483319539,-0.820197618536132,-1.29339483319539,-0.971394833195386,-0.842197618536132,-0.796197618536132
264,-1.05039400027144,-0.837821791219421,-1.30839400027144,-0.986394000271435,-0.859821791219421,-0.813821791219421
