"Time","SPSC","SPSC_Reg","SPSC_LB","SPSC_UB","SPSC_Reg_LB","SPSC_Reg_UB"
218,0.00759828606668478,-0.0163617648398322,-0.0164017139333152,0.0295982860666848,-0.0523617648398322,0.0196382351601678
219,-0.0301780029619483,-0.0490503749488358,-0.0521780029619483,-0.00617800296194826,-0.0850503749488358,-0.0130503749488358
220,-0.062315492184041,-0.0694236821032472,-0.080315492184041,-0.038315492184041,-0.105423682103247,-0.0334236821032472
221,-0.0797444227739099,-0.0872263046530106,-0.0977444227739099,-0.0537444227739099,-0.123226304653011,-0.0512263046530106
222,-0.11073503772913,-0.0998903763876591,-0.11473503772913,-0.07873503772913,-0.135890376387659,-0.063890376387659
223,-0.117407865374433,-0.124411447691029,-0.125407865374433,-0.0834078653744335,-0.160411447691029,-0.0884114476910294
224,-0.15007877140874,-0.166542252600443,-0.15807877140874,-0.11407877140874,-0.202542252600443,-0.130542252600443
225,-0.184088892609302,-0.202473405880564,-0.190088892609302,-0.148088892609302,-0.238473405880564,-0.166473405880564
226,-0.395504617126662,-0.432086891888732,-0.403504617126662,-0.355504617126662,-0.468086891888732,-0.396086891888732
227,-0.39068560551372,-0.431699452741243,-0.40068560551372,-0.35268560551372,-0.467699452741243,-0.395699452741243
228,-0.420717797818742,-0.460183542001926,-0.432717797818742,-0.382717797818742,-0.496183542001926,-0.424183542001926
229,-0.4697651349271,-0.463723232049247,-0.4917651349271,-0.4477651349271,-0.499723232049247,-0.427723232049247
230,-0.504159594641007,-0.432652120514151,-0.594159594641007,-0.502159594641007,-0.468652120514151,-0.396652120514151
231,-0.511394790418769,-0.435960973193136,-0.603394790418769,-0.509394790418769,-0.471960973193136,-0.399960973193136
232,-0.489673776108428,-0.433010542066905,-0.607673776108428,-0.493673776108428,-0.469010542066905,-0.397010542066905
233,-0.501476889943851,-0.443609252533008,-0.623476889943851,-0.511476889943851,-0.479609252533008,-0.407609252533008
234,-0.513960539055512,-0.448464319990268,-0.629960539055512,-0.521960539055512,-0.484464319990269,-0.412464319990268
235,-0.516256138487955,-0.453392976821918,-0.646256138487955,-0.528256138487955,-0.489392976821919,-0.417392976821918
236,-0.538305228007691,-0.46616552544824,-0.648305228007691,-0.540305228007691,-0.50216552544824,-0.43016552544824
237,-0.543206157019838,-0.471311039564048,-0.651206157019838,-0.545206157019838,-0.507311039564048,-0.435311039564048
238,-0.602810115241767,-0.524517878357841,-0.714810115241767,-0.604810115241767,-0.560517878357841,-0.488517878357841
239,-0.667928175865389,-0.589309675225518,-0.781928175865389,-0.671928175865389,-0.625309675225518,-0.553309675225518
240,-0.673070277127723,-0.592132759449721,-0.809070277127723,-0.677070277127723,-0.628132759449721,-0.556132759449721
241,-0.682151761381147,-0.601207228617357,-0.798151761381147,-0.686151761381147,-0.637207228617357,-0.565207228617357
242,-0.688029446159509,-0.60623372685585,-0.824029446159509,-0.692029446159509,-0.64223372685585,-0.57023372685585
