"Time","SPSC","SPSC_Reg","SPSC_LB","SPSC_UB","SPSC_Reg_LB","SPSC_Reg_UB"
182,0.028766440127459,0.0118178696204829,0.00476644012745897,0.052766440127459,-0.0121821303795171,0.0358178696204829
183,0.0287714353777018,0.0119601446926252,0.00477143537770175,0.0527714353777018,-0.0120398553073748,0.0359601446926252
184,0.0302724403592158,0.0172433378629364,0.00627244035921581,0.0542724403592159,-0.00675666213706361,0.0412433378629364
185,0.0432489303695425,0.0216014990475664,0.0192489303695424,0.0672489303695425,-0.00239850095243366,0.0456014990475664
186,0.0396883812078244,0.0187654794204972,0.0156883812078243,0.0636883812078244,-0.0052345205795028,0.0427654794204972
187,0.0314280367002127,0.0140522582888538,0.00742803670021264,0.0554280367002127,-0.00994774171114621,0.0380522582888538
188,0.0316390241535709,0.0139007872879562,0.00763902415357087,0.0556390241535709,-0.0100992127120438,0.0379007872879562
189,0.0268858763562694,0.00962064015052899,0.00288587635626936,0.0508858763562694,-0.014379359849471,0.033620640150529
190,0.0314438606718168,0.0117851496836439,0.00744386067181679,0.0554438606718168,-0.0122148503163562,0.0357851496836439
191,0.0314539813193306,0.0120734066848129,0.00745398131933062,0.0554539813193307,-0.0119265933151871,0.036073406684813
192,0.0293236821787213,0.0157910278798292,0.00332368217872125,0.0533236821787213,-0.0082089721201708,0.0397910278798292
193,0.0336918754195183,0.0154702244152203,0.00769187541951832,0.0576918754195184,-0.00852977558477974,0.0394702244152203
194,0.0294511868239979,0.0138294906992735,0.00345118682399792,0.053451186823998,-0.0101705093007265,0.0378294906992735
195,0.0194548185328074,0.00600544509448397,-0.00654518146719263,0.0434548185328074,-0.017994554905516,0.030005445094484
196,0.0266491872588563,0.0131998138205329,0.000649187258856321,0.0506491872588564,-0.0108001861794671,0.0371998138205329
197,0.021464430077323,0.00497007080985234,-0.00253556992267701,0.045464430077323,-0.0190299291901477,0.0289700708098524
198,0.0192650348291545,0.00598573391896995,-0.00673496517084549,0.0432650348291546,-0.0180142660810301,0.02998573391897
199,0.0128968106321032,-0.00075348841499423,-0.0131031893678968,0.0368968106321033,-0.0247534884149943,0.0232465115850058
200,0.00863493847742536,-0.00519401452082935,-0.0173650615225747,0.0326349384774254,-0.0291940145208294,0.0188059854791707
201,0.013975638001158,-0.00468180450854394,-0.012024361998842,0.037975638001158,-0.028681804508544,0.0193181954914561
202,0.00425565398691585,-0.0144348920390955,-0.0217443460130842,0.0282556539869159,-0.0384348920390956,0.00956510796090448
203,0.00640940290783121,-0.0132959930748804,-0.0195905970921688,0.0304094029078312,-0.0372959930748804,0.0107040069251196
204,0.00856988107500811,-0.0121759231491074,-0.0154301189249919,0.0325698810750081,-0.0361759231491074,0.0118240768508926
205,0.0147452745695791,-0.0109170469102837,-0.00925472543042094,0.0387452745695791,-0.0369170469102837,0.0130829530897163
206,0.0292994524887717,-0.0103176870611366,0.00529945248877173,0.0532994524887718,-0.0363176870611366,0.0136823129388635
207,0.0188622489671282,-0.0236734379173393,-0.00513775103287184,0.0428622489671282,-0.0496734379173394,0.000326562082660686
208,0.0319343168593829,-0.0180017466469788,-0.180065683140617,0.0559343168593829,-0.0440017466469789,0.00599825335302118
209,0.0319395286221695,-0.0178533048491563,-0.18006047137783,0.0559395286221696,-0.0438533048491563,0.00614669515084376
210,0.0346404424490085,-0.0122043415541899,0.0106404424490085,0.0586404424490086,-0.0382043415541899,0.0117956584458101
211,0.0393831924735633,-0.00868299961056618,0.0153831924735632,0.0633831924735633,-0.0346829996105662,0.0153170003894338
212,0.0393831924735633,-0.00868299961056618,0.0153831924735632,0.0633831924735633,-0.0346829996105662,0.0153170003894338
213,0.0397791193743604,-0.00849598645595062,-0.17622088062564,0.0637791193743604,-0.0344959864559506,0.0155040135440494
214,0.0468930079975127,-0.00649574126776553,-0.175106992002487,0.0708930079975127,-0.0324957412677656,0.0175042587322345
215,0.0489211892240693,-0.00795657178123665,-0.179078810775931,0.0729211892240693,-0.0339565717812367,0.0160434282187634
216,0.0666910415421533,-0.00236323279884854,-0.181308958457847,0.0906910415421534,-0.0283632327988486,0.0216367672011515
217,0.0725188205654614,0.000819322651278043,-0.181481179434539,0.0965188205654615,-0.023180677348722,0.0248193226512781
